"geno.v.wt","gene1","gene2","cell_group","estimate","std.error","statistic","p.value","qval","emb_mean","abund_log2fc","timepoint","gene1_expr","gene2_expr","both_expr","neither_expr"
"cdx4","cdx4",NA,"differentiating neuron 2",0.288081250175208,0.191460551207702,1.50465068839527,0.132413907130582,0.234408255276845,5,0.485426827170242,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neural progenitor (MHB)",0.238253678544561,0.0788532817504141,3.0214808217961,0.00251541574266226,0.00856962929819538,72,0.339850002884625,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"cranial neural crest",0.21115303717367,0.162063784700823,1.30290081503075,0.192608625658263,0.307077097134882,9,0.289506617194985,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"olfactory vesicle/bulb",0.211144255726193,0.17980489228568,1.17429650017932,0.240276284653899,0.358812585083156,7,0.362570079384708,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"intestine",0.209669187100776,0.137082728953495,1.52950841219323,0.126138455250808,0.225139553595067,14,0.321928094887362,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neural progenitor (hindbrain)",0.197852931078327,0.0636760192472196,3.10718121857101,0.0018888057412615,0.00687955261857847,166,0.276413435634994,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"contains head vasculature?",0.190726524151862,0.134656630501531,1.41639162840699,0.156660873630105,0.263354864488882,21,0.251538766995964,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"cardiomyocyte",0.169214785440913,0.141824734190214,1.19312605383743,0.23282000921511,0.350599543288636,8,0.263034405833794,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"differentiating neuron 1",0.158138163768672,0.118433198480752,1.33525198843948,0.18179388663,0.295085729022608,19,0.247927513443586,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"endothelium (vein + early artery)",0.149700557678977,0.0952024426970031,1.57244450287292,0.115847500240962,0.210120162380369,33,0.169925001442312,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"lens",0.13077307901669,0.12776634905327,1.02353303499474,0.306055888788763,0.429821436292683,27,0.184424571137428,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"anterior migratory muscle",0.109844645958204,0.118030759844027,0.930644232938595,0.352037625666528,0.479370383886336,22,0.15200309344505,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"head mesenchyme/PA cartilage",0.0833516611192402,0.107576531279408,0.774812685703269,0.438450352150638,0.573337004948889,15,0.082462160191973,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"pharyngeal arch (NC-derived)",0.0592708930466928,0.0815514338705794,0.72679155023509,0.467353660116259,0.594813749238875,45,0.0911478880581954,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"floor plate",0.0429344687295754,0.164136983904397,0.261577054167043,0.793647536338001,0.868263971378325,15,0,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"support cells/otic vesicle",0.0194332892619848,0.117703923967496,0.165103155501861,0.868862789366671,0.918043701972332,21,0,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"mesodermal progenitor cells (contains PSM)",0.0168556685045438,0.138617165103638,0.12159871031803,0.903216834927503,0.934506101726378,80,-0.0577154978562873,"18",TRUE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"myoblast",0.00350713251398021,0.147470822905999,0.0237818738979691,0.981026598494953,0.986531798262041,20,0.0588936890535686,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neural progenitor (telencephalon/diencephalon)",-0.00345760005974063,0.0695105720061031,-0.0497420746219302,0.960327927240681,0.975571227673073,108,0.0138057995250304,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"periderm",-0.0164084909489811,0.121959371648471,-0.134540632074393,0.892975083390561,0.931407696799869,94,-0.177396250873447,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"pronephros proximal tubule",-0.0250881728477254,0.136971021849243,-0.183164092002896,0.85466926812134,0.908413211113462,15,-0.0780025120012732,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neuromast support cell",-0.0934360987598198,0.179970376196947,-0.519174881634795,0.603638793566737,0.710972251909157,8,0,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neural crest + pigment cell progenitor",-0.114312143099796,0.114751602362338,-0.996170343128156,0.319167386358515,0.444818788776884,17,-0.160464672193246,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"eye, optic cup",-0.165401972449614,0.0757137548562155,-2.18456966985353,0.0289204138026589,0.0680123117248882,92,-0.214124805352848,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"hatching gland",-0.174985356510036,0.23933571495759,-0.731129311565735,0.464700172071949,0.593795926769579,7,-0.362570079384708,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"cranial muscle (non-somitic, fast-twitch)",-0.238298446361773,0.220559870196173,-1.08042522037133,0.279952870048938,0.399423203127147,6,-0.222392421336448,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neurons (differentiating, contains peripheral)",-0.246712011334556,0.129997218231913,-1.89782531264959,0.0577190975817126,0.119437208852689,14,-0.321928094887362,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"motor neuron",-0.250959882686191,0.198992845121377,-1.26115028172553,0.207254707591805,0.326362421796586,6,-0.415037499278844,"18",NA,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neuron (cranial ganglion)",-0.252183336313887,0.169601224363943,-1.48691931476116,0.137036122296643,0.239813214019125,10,-0.321928094887362,"18",NA,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neural progenitor (hindbrain R7/8)",-0.252772812458516,0.0875091097030995,-2.88853141479924,0.00387045365388524,0.0120833675048124,69,-0.332575339086871,"18",TRUE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neuron (cranial ganglia sensory, Rohon-Beard)",-0.321424571728965,0.17910714924932,-1.79459375617405,0.0727184486790568,0.144149845169104,8,-0.415037499278844,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"differentiating neuron (hindbrain)",-0.431139893160098,0.16916838427767,-2.54858432916421,0.0108161133230517,0.029546455906873,7,-0.514573172829758,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"head mesenchyme",-0.473472475726897,0.191503886889872,-2.47239094420666,0.0134212655789873,0.035790041543966,10,-0.53051471669878,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"mature slow muscle",-0.501119783746909,0.14413930655473,-3.47663517832059,0.000507748197815561,0.00224109549380661,42,-0.784271308944563,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"fast-committed myocyte",-0.502543346493461,0.0994085496712439,-5.05533325006182,4.29639879829707e-07,3.53171864520567e-06,78,-0.719892080807265,"18",NA,NA,FALSE,FALSE
"cdx4","cdx4",NA,"slow-committed myocyte",-0.527806592264453,0.177074075309071,-2.98071070733083,0.00287580321659534,0.00947323412525523,9,-0.736965594166206,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"retinal neuron",-0.672024850566211,0.187988474891725,-3.57481941886743,0.000350469706628476,0.00158596392494502,14,-0.917537839808027,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"neurons (gabaergic, glutamatergic)",-0.678194816904963,0.000320757109667664,-2114.35630408205,0,0,5,-0.807354922057604,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"retinal pigmented epithelium (early)",-0.753584594395406,0.279117379098762,-2.69988417356398,0.00693636202306732,0.0203769848284207,5,-1,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"endothelium (dorsal aorta)",-0.897396303819015,0.245836525444635,-3.65037824300489,0.000261854415679425,0.00124138389655431,5,-0.807354922057604,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"posterior spinal cord progenitors",-1.04869188865441,0.204085879651356,-5.1384833210701,2.76964771461842e-07,2.38615803105587e-06,17,-1.41503749927884,"18",TRUE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"mature fast muscle",-1.150003127558,0.357274290544625,-3.21882418632738,0.00128717379329133,0.0049286654649104,23,-2.24792751344359,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"pectoral fin bud (osteoblast+)",-1.30266374165427,0.207473708398998,-6.27869310143667,3.41430787533846e-10,4.1340808868963e-09,17,-1.66296501272243,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"connective tissue-meninges-dermal FB",-1.32007391076676,0.162010525574534,-8.14807498516165,3.69763058068666e-16,8.08067561047621e-15,78,-1.69660785655007,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"red blood cell",-1.63089128165107,0.4458320790188,-3.65808419448054,0.000254107579380555,0.00121106591023924,11,-2.11547721741994,"18",FALSE,NA,FALSE,FALSE
"cdx4","cdx4",NA,"pronephros distal tubule",-1.82374845858207,0.541800611840858,-3.36608785358433,0.000762424217755406,0.0030771716176074,7,-2,"18",FALSE,NA,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","fin mesenchyme",0.81445311737139,0.0945467371590158,8.61429110981992,7.03756689175685e-18,1.65938419342477e-16,63,1.09575898280543,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","notochord",0.648277273962861,0.120306496535651,5.3885475234561,7.10293818860398e-08,6.62940897603038e-07,38,0.901819606061096,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","pharyngeal arch (early)",0.62968825203964,0.184822394472225,3.40699109454655,0.000656832700699336,0.00276569251554357,16,0.53051471669878,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","head mesenchyme (maybe ventral, hand2+)",0.623061269930239,0.0707325144319415,8.80869674907069,1.26609187138938e-18,3.24119519075682e-17,46,0.802963152940446,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","cranial muscle (progenitor)",0.588048597426836,0.113593314671891,5.17678878484521,2.2573752655013e-07,1.96369731833899e-06,27,0.637429920615292,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","head/eye connective tissue",0.560223980607043,0.0704265343244973,7.95472879619143,1.79524322834359e-15,3.74078588975781e-14,71,0.722466024471091,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","myeloid cell",0.502503907106277,0.152419624869615,3.29684518995592,0.00097777379564538,0.00380906661260113,14,0.628031222613042,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","hatching gland",0.495280614009991,0.199338239676174,2.48462419862128,0.0129688260486367,0.0347906231723906,7,0.53051471669878,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","differentiating neuron 2",0.479851657506686,0.187959349837471,2.55295444425412,0.0106813465845402,0.0294279002144126,5,0.485426827170242,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","anterior migratory muscle",0.437416276447873,0.108179209789358,4.04344122405399,5.26723648473643e-05,0.000287770968922186,22,0.602664502454615,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural tube-like connective tissue (+ taste bud)",0.436593507198687,0.120761528013633,3.61533606256951,0.000299958247258398,0.00137123770175268,22,0.514573172829758,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","floor plate",0.282207731471699,0.153146518314683,1.84273031197369,0.0653683960141671,0.132811979203387,15,0.299560281858908,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","posterior lateral line primordium",0.261987355060599,0.199037244507758,1.31627302070285,0.188082422757966,0.302020494407393,9,0.169925001442312,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","contains head vasculature?",0.252299873916948,0.132739505696324,1.90071427939583,0.0573394471681759,0.118926260793254,21,0.308122295362332,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural progenitor (hindbrain)",0.197233965157259,0.0661382705266886,2.98214579224096,0.00286235654759693,0.00946373234925036,166,0.12851474052268,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","ionocyte/goblet cell",0.189499515025921,0.100123784301201,1.89265234378129,0.0584041178874202,0.120299056614089,31,0.222392421336448,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","support cells/otic vesicle",0.169383881136174,0.116056887509893,1.45949012394232,0.144430256903296,0.248864442664141,21,0.125530882083859,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neuron (cranial ganglion)",0.137745887801636,0.151579568769604,0.908736506639665,0.363489229003488,0.491358853582741,10,0.137503523749935,"18",NA,NA,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","cardiomyocyte",0.135595158372131,0.147082204948345,0.92190050060612,0.356580478013627,0.484819587708968,8,0.137503523749935,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","olfactory vesicle/bulb",0.0850942121675229,0.191537985694129,0.444268074863289,0.656848779898913,0.756473659112373,7,0,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural progenitor (MHB)",0.0728151803366277,0.0849265437071692,0.857390129847954,0.391229312272401,0.523196214621002,72,0.0223678130284545,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","cranial neural crest",0.0722253358682982,0.17325352399089,0.416876576040647,0.676768687640672,0.769891135802421,9,0,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","endothelium (vein + early artery)",0.0685257198390142,0.0988289732179438,0.693376826731742,0.488073100968879,0.61593450488467,33,0.0443941193584534,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","pharyngeal arch (NC-derived)",0.0488305444659065,0.0840153309607348,0.581209928087147,0.561098977251994,0.679384707591603,45,0,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","intestine",0.0149253098635315,0.145594276050943,0.102513026393353,0.918349473754565,0.942544247977193,14,0.0874628412503394,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","differentiating neuron 1",0.0014356939681691,0.128025599912893,0.0112141163106905,0.991052617264826,0.993269737213964,19,-0.0931094043914815,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","periderm",-0.00452166468175501,0.108836345569809,-0.0415455393883541,0.966860988990632,0.977773641236576,94,0.438688767343489,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","lens",-0.0439422007995806,0.138252929178142,-0.317839202834973,0.750606911888637,0.832254075887475,27,-0.137503523749935,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural progenitor (telencephalon/diencephalon)",-0.0612591459701561,0.0727912606678142,-0.841572812562137,0.400027112630765,0.532576958272163,108,-0.161280907033061,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neuromast support cell",-0.0710848025966892,0.181346414265506,-0.391983502318469,0.695070403604672,0.786342274785083,8,0,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","myoblast",-0.0733046170047759,0.150196772121196,-0.488057206353446,0.625509321396565,0.731666255837235,20,-0.0614005446641433,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","head mesenchyme/PA cartilage",-0.121146884892637,0.116396895348981,-1.0408085587628,0.297964407043996,0.419114770347599,15,-0.180572245641821,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","head mesenchyme",-0.132171080825802,0.170197989618908,-0.776572514879571,0.437411022606357,0.573337004948889,10,-0.241008099503795,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural crest + pigment cell progenitor",-0.1375127271361,0.119955539261265,-1.14636412776733,0.251644519001369,0.370235614162933,17,-0.341036917835067,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","eye, optic cup",-0.1650536465934,0.0776336738773316,-2.12605739687394,0.0334984806867786,0.0772633470150118,92,-0.293196376344046,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","motor neuron",-0.167788706078759,0.196628991612514,-0.853326382354701,0.393478333620824,0.524637778161098,6,-0.415037499278844,"18",NA,NA,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","mature slow muscle",-0.233020300961885,0.128342402260872,-1.8156143009404,0.0694295583234251,0.139169763440244,42,-0.226275855823676,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neural progenitor (hindbrain R7/8)",-0.236308429474066,0.0893020606698887,-2.64616995063078,0.00814089046524196,0.0233789674899256,69,-0.387023123109247,"18",TRUE,FALSE,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","fast-committed myocyte",-0.341611255117451,0.0943169013889731,-3.62195163418918,0.000292388796291435,0.00135041423441817,78,-0.449802917439521,"18",NA,NA,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","neurons (differentiating, contains peripheral)",-0.344259351843598,0.140969151222544,-2.44208998109186,0.0146025065052871,0.038145323115852,14,-0.584962500721156,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","pronephros proximal tubule",-0.411159120725244,0.156649132496731,-2.62471367809091,0.00867218588876448,0.0245119197360662,15,-0.547487795302493,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","retinal pigmented epithelium (early)",-0.433058525262088,0.252927925352603,-1.71218154206724,0.0868632178965074,0.165442633494563,5,-0.584962500721156,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","cranial muscle (non-somitic, fast-twitch)",-0.43889754832205,0.245660278648564,-1.78660364116059,0.0740015727960578,0.145726174121468,6,-0.485426827170242,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","differentiating neuron (hindbrain)",-0.439764353676135,0.175831563585227,-2.50105467249045,0.0123824061262255,0.033417577979211,7,-0.514573172829758,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","endothelium (dorsal aorta)",-0.527119229723592,0.213717322380335,-2.46643193847208,0.0136466660474487,0.0360690642434042,5,-0.485426827170242,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","retinal neuron",-0.603827929088548,0.193232938792147,-3.12487059847525,0.00177883292597868,0.00655898889578971,14,-1.08746284125034,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neuron (cranial ganglia sensory, Rohon-Beard)",-0.627234902350393,0.201956549195234,-3.10579134397884,0.00189770572666192,0.00688398514610962,8,-0.678071905112638,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","slow-committed myocyte",-0.79651209645596,0.192116007639365,-4.14599546515224,3.38340522111794e-05,0.00019432891526421,9,-0.862496476250065,"18",FALSE,TRUE,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","mature fast muscle",-0.895848117199934,0.323284142368995,-2.77108586469861,0.00558696917940021,0.0169119067052115,23,-1.66296501272243,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","posterior spinal cord progenitors",-0.934303275622386,0.1972538574754,-4.73655262097426,2.1738431652721e-06,1.55821078086704e-05,17,-1.1926450779424,"18",TRUE,FALSE,FALSE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","mesodermal progenitor cells (contains PSM)",-1.17719218236203,0.212644385330471,-5.53596644713921,3.09516821180268e-08,3.00838231381889e-07,80,-1.08746284125034,"18",TRUE,TRUE,TRUE,FALSE
"cdx4-cdx1a","cdx4","cdx1a","red blood cell",-1.19656288292221,0.377418637498983,-3.17038631385933,0.00152236391676562,0.00573125239252939,11,-1.70043971814109,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","neurons (gabaergic, glutamatergic)",-1.23651368897023,0.000688458325728162,-1796.06178436786,0,0,5,-1.22239242133645,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","connective tissue-meninges-dermal FB",-1.58924044129303,0.18209432656935,-8.72756703206659,2.60209633574771e-18,6.30129274818904e-17,78,-1.74723392962003,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","pronephros distal tubule",-1.60539342767945,0.475152719223145,-3.37868934077491,0.000728322595001518,0.00297980385900165,7,-2,"18",FALSE,FALSE,FALSE,TRUE
"cdx4-cdx1a","cdx4","cdx1a","pectoral fin bud (osteoblast+)",-2.07265081095501,0.294489347055785,-7.03811812439649,1.94853473949379e-12,3.11765558319007e-11,17,-2.66296501272243,"18",FALSE,FALSE,FALSE,TRUE
"egr2b","egr2b",NA,"mature fast muscle",1.52029197006383,0.173444858994167,8.76527548224971,1.86320493600232e-18,4.6373100629391e-17,23,1.9018196060611,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"pharyngeal arch (early)",1.18582628150585,0.158444368268469,7.48418069045268,7.19948470525745e-14,1.35771123349675e-12,16,1.41503749927884,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"red blood cell",0.703511778762022,0.212024569501743,3.31806724293922,0.000906426603067936,0.0035465425168073,11,0.823122237915921,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"pronephros distal tubule",0.519765389479228,0.243782655117739,2.13208519378952,0.0329998435877758,0.0766006731985675,7,0.459431618637297,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"differentiating neuron 2",0.476002649001923,0.180700465719869,2.63420820253915,0.00843337571600701,0.0239882687033088,5,0.678071905112638,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"head mesenchyme",0.452122885663195,0.141347426313427,3.19866372848308,0.00138066109433598,0.00521971451698329,10,0.62148837674627,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"retinal pigmented epithelium (early)",0.418309199782322,0.184888347756642,2.26249628415155,0.0236667581594869,0.0573119332727035,5,0.584962500721156,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"posterior spinal cord progenitors",0.39119257653998,0.121644408950241,3.21586976266209,0.00130049836922799,0.00495849590990757,17,0.584962500721156,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"differentiating neuron 1",0.346067480272092,0.111681047316554,3.09871270539918,0.00194363394547789,0.007022161351404,19,0.523561956057013,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"mature slow muscle",0.333318374488443,0.111489269050764,2.98969019463816,0.00279260528996275,0.00926731236965417,42,0.42084312096005,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"cranial neural crest",0.29422511288384,0.157808711278001,1.86444151594093,0.0622597273419003,0.127653811666688,9,0.415037499278844,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"floor plate",0.265532459652968,0.153265362832702,1.73250142592761,0.0831843234283667,0.159942390111194,15,0.299560281858908,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"motor neuron",0.250993710550101,0.168168683356033,1.49251159931316,0.135565078736421,0.238169236368301,6,0.169925001442312,"18",NA,NA,FALSE,FALSE
"egr2b","egr2b",NA,"neurons (differentiating, contains peripheral)",0.249197442146215,0.109927940094278,2.26691632657261,0.0233953376656306,0.0569625612728396,14,0.415037499278844,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"myeloid cell",0.227944372573783,0.164460155717405,1.38601578953546,0.16574208217317,0.276031423098811,14,0.241008099503795,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"neural progenitor (hindbrain R7/8)",0.218221639919064,0.0754444272504207,2.89248189524624,0.00382211209846979,0.0119741693714298,69,0.321928094887362,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"neuron (cranial ganglion)",0.173016669468495,0.146692975912272,1.1794475392739,0.238220014662231,0.356335781531484,10,0.137503523749935,"18",NA,NA,FALSE,FALSE
"egr2b","egr2b",NA,"retinal neuron",0.165019990146578,0.13954292194717,1.18257513777053,0.236977570703924,0.355070072492836,14,0.160464672193246,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"neuron (cranial ganglia sensory, Rohon-Beard)",0.163270675872803,0.151780681641303,1.07570129549591,0.282060867875418,0.401153234311706,8,0.169925001442312,"18",FALSE,NA,FALSE,FALSE
"egr2b","egr2b",NA,"neuromast support cell",0.144333244639966,0.16642729755459,0.867245017859061,0.385807775093671,0.517490668389116,8,0.289506617194985,"18",FALSE,NA,FALSE,FALSE
